actual,assigned,Actual,ALGO,NAÏVE,,,Error,
1,0.88515944,TRUE,TRUE,TRUE,0,0,0,
-1,0.85120335,FALSE,TRUE,TRUE,0,0,1,
1,0.59060315,TRUE,TRUE,TRUE,0,0,0,
1,0.97651908,TRUE,TRUE,TRUE,0,0,0,
1,1.0173584,TRUE,TRUE,TRUE,0,0,0,
1,0.99457666,TRUE,TRUE,TRUE,0,0,0,
-1,1.0181631,FALSE,TRUE,TRUE,0,0,1,
1,0.78185153,TRUE,TRUE,TRUE,0,0,0,
1,0.80222038,TRUE,TRUE,TRUE,0,0,0,
1,0.68284835,TRUE,TRUE,TRUE,0,0,0,
1,0.83131836,TRUE,TRUE,TRUE,0,0,0,
1,1.097734,TRUE,TRUE,TRUE,0,0,0,
1,1.0965926,TRUE,TRUE,TRUE,0,0,0,
1,0.98352725,TRUE,TRUE,TRUE,0,0,0,
1,0.86855146,TRUE,TRUE,TRUE,0,0,0,
1,0.99511,TRUE,TRUE,TRUE,0,0,0,
-1,0.92386909,FALSE,TRUE,TRUE,0,0,1,
1,1.0193266,TRUE,TRUE,TRUE,0,0,0,
1,1.0717475,TRUE,TRUE,TRUE,0,0,0,
1,0.97282014,TRUE,TRUE,TRUE,0,0,0,
1,1.0419517,TRUE,TRUE,TRUE,0,0,0,
1,1.0586722,TRUE,TRUE,TRUE,0,0,0,
-1,0.88362129,FALSE,TRUE,TRUE,0,0,1,
-1,0.97385367,FALSE,TRUE,TRUE,0,0,1,
-1,1.0302396,FALSE,TRUE,TRUE,0,0,1,
-1,1.0098345,FALSE,TRUE,TRUE,0,0,1,
1,1.0371396,TRUE,TRUE,TRUE,0,0,0,
1,0.97044326,TRUE,TRUE,TRUE,0,0,0,
1,-1.3994294,TRUE,FALSE,TRUE,1,0,1,
1,1.0111935,TRUE,TRUE,TRUE,0,0,0,
1,1.0473486,TRUE,TRUE,TRUE,0,0,0,
1,0.95125561,TRUE,TRUE,TRUE,0,0,0,
-1,0.60887612,FALSE,TRUE,TRUE,0,0,1,
-1,0.95813269,FALSE,TRUE,TRUE,0,0,1,
1,1.0622777,TRUE,TRUE,TRUE,0,0,0,
-1,0.73269567,FALSE,TRUE,TRUE,0,0,1,
-1,0.64544902,FALSE,TRUE,TRUE,0,0,1,
-1,1.0203969,FALSE,TRUE,TRUE,0,0,1,
1,0.97980001,TRUE,TRUE,TRUE,0,0,0,
1,1.0297106,TRUE,TRUE,TRUE,0,0,0,
1,1.0385947,TRUE,TRUE,TRUE,0,0,0,
-1,0.64560121,FALSE,TRUE,TRUE,0,0,1,
1,0.59218877,TRUE,TRUE,TRUE,0,0,0,
-1,1.0329805,FALSE,TRUE,TRUE,0,0,1,
1,1.0229041,TRUE,TRUE,TRUE,0,0,0,
-1,0.90188787,FALSE,TRUE,TRUE,0,0,1,
1,1.0038341,TRUE,TRUE,TRUE,0,0,0,
-1,1.0123488,FALSE,TRUE,TRUE,0,0,1,
1,0.86849628,TRUE,TRUE,TRUE,0,0,0,
-1,0.9713918,FALSE,TRUE,TRUE,0,0,1,
-1,0.90802652,FALSE,TRUE,TRUE,0,0,1,
1,0.87064247,TRUE,TRUE,TRUE,0,0,0,
1,0.88400224,TRUE,TRUE,TRUE,0,0,0,
-1,1.0435261,FALSE,TRUE,TRUE,0,0,1,
1,1.008087,TRUE,TRUE,TRUE,0,0,0,
1,0.96779422,TRUE,TRUE,TRUE,0,0,0,
1,0.99690357,TRUE,TRUE,TRUE,0,0,0,
-1,1.0077179,FALSE,TRUE,TRUE,0,0,1,
1,1.0089359,TRUE,TRUE,TRUE,0,0,0,
1,0.79690633,TRUE,TRUE,TRUE,0,0,0,
-1,-0.65553131,FALSE,FALSE,TRUE,0,1,0,
1,0.63020003,TRUE,TRUE,TRUE,0,0,0,
1,0.99479988,TRUE,TRUE,TRUE,0,0,0,
1,1.0141364,TRUE,TRUE,TRUE,0,0,0,
1,0.76778781,TRUE,TRUE,TRUE,0,0,0,
-1,0.99665176,FALSE,TRUE,TRUE,0,0,1,
-1,0.80761012,FALSE,TRUE,TRUE,0,0,1,
-1,0.92884128,FALSE,TRUE,TRUE,0,0,1,
-1,0.87141351,FALSE,TRUE,TRUE,0,0,1,
-1,0.76710877,FALSE,TRUE,TRUE,0,0,1,
1,0.97368298,TRUE,TRUE,TRUE,0,0,0,
1,1.055819,TRUE,TRUE,TRUE,0,0,0,
1,0.97391588,TRUE,TRUE,TRUE,0,0,0,
-1,1.0040388,FALSE,TRUE,TRUE,0,0,1,
-1,0.90695424,FALSE,TRUE,TRUE,0,0,1,
1,1.0124509,TRUE,TRUE,TRUE,0,0,0,
1,0.93241238,TRUE,TRUE,TRUE,0,0,0,
1,1.0467319,TRUE,TRUE,TRUE,0,0,0,
1,0.45157825,TRUE,TRUE,TRUE,0,0,0,
1,0.66850843,TRUE,TRUE,TRUE,0,0,0,
1,-0.94647464,TRUE,FALSE,TRUE,1,0,1,
1,1.0020613,TRUE,TRUE,TRUE,0,0,0,
1,1.0278493,TRUE,TRUE,TRUE,0,0,0,
-1,0.85488457,FALSE,TRUE,TRUE,0,0,1,
1,1.0339114,TRUE,TRUE,TRUE,0,0,0,
1,0.99472404,TRUE,TRUE,TRUE,0,0,0,
1,0.9052705,TRUE,TRUE,TRUE,0,0,0,
1,-1.9073117,TRUE,FALSE,TRUE,1,0,1,
-1,0.96018422,FALSE,TRUE,TRUE,0,0,1,
1,0.99523708,TRUE,TRUE,TRUE,0,0,0,
-1,0.93944532,FALSE,TRUE,TRUE,0,0,1,
1,0.7336128,TRUE,TRUE,TRUE,0,0,0,
1,1.0645095,TRUE,TRUE,TRUE,0,0,0,
1,0.90683579,TRUE,TRUE,TRUE,0,0,0,
-1,1.0156019,FALSE,TRUE,TRUE,0,0,1,
1,-0.6625974,TRUE,FALSE,TRUE,1,0,1,
-1,0.85622761,FALSE,TRUE,TRUE,0,0,1,
1,1.0210499,TRUE,TRUE,TRUE,0,0,0,
1,0.86544547,TRUE,TRUE,TRUE,0,0,0,
1,0.99268153,TRUE,TRUE,TRUE,0,0,0,
-1,0.97327552,FALSE,TRUE,TRUE,0,0,1,
-1,0.2159573,FALSE,TRUE,TRUE,0,0,1,
1,1.0293124,TRUE,TRUE,TRUE,0,0,0,
-1,1.1021342,FALSE,TRUE,TRUE,0,0,1,
1,0.12275505,TRUE,TRUE,TRUE,0,0,0,
1,1.0532583,TRUE,TRUE,TRUE,0,0,0,
1,0.29626424,TRUE,TRUE,TRUE,0,0,0,
1,0.74473932,TRUE,TRUE,TRUE,0,0,0,
1,0.99934219,TRUE,TRUE,TRUE,0,0,0,
1,0.81904584,TRUE,TRUE,TRUE,0,0,0,
1,0.92003639,TRUE,TRUE,TRUE,0,0,0,
1,0.84127231,TRUE,TRUE,TRUE,0,0,0,
1,1.0428183,TRUE,TRUE,TRUE,0,0,0,
-1,1.0476492,FALSE,TRUE,TRUE,0,0,1,
1,0.80400705,TRUE,TRUE,TRUE,0,0,0,
1,1.0428626,TRUE,TRUE,TRUE,0,0,0,
1,1.0401916,TRUE,TRUE,TRUE,0,0,0,
1,1.0463233,TRUE,TRUE,TRUE,0,0,0,
1,0.6528197,TRUE,TRUE,TRUE,0,0,0,
1,1.0396914,TRUE,TRUE,TRUE,0,0,0,
1,0.98606955,TRUE,TRUE,TRUE,0,0,0,
1,0.88540124,TRUE,TRUE,TRUE,0,0,0,
-1,0.2806357,FALSE,TRUE,TRUE,0,0,1,
-1,0.26105039,FALSE,TRUE,TRUE,0,0,1,
1,1.0083712,TRUE,TRUE,TRUE,0,0,0,
-1,0.92432547,FALSE,TRUE,TRUE,0,0,1,
1,0.97931971,TRUE,TRUE,TRUE,0,0,0,
1,0.95001076,TRUE,TRUE,TRUE,0,0,0,
1,0.91393247,TRUE,TRUE,TRUE,0,0,0,
1,0.95971342,TRUE,TRUE,TRUE,0,0,0,
1,1.0307227,TRUE,TRUE,TRUE,0,0,0,
1,1.0071154,TRUE,TRUE,TRUE,0,0,0,
1,-0.24859603,TRUE,FALSE,TRUE,1,0,1,
1,-1.2347424,TRUE,FALSE,TRUE,1,0,1,
1,1.0361256,TRUE,TRUE,TRUE,0,0,0,
1,0.95596989,TRUE,TRUE,TRUE,0,0,0,
1,1.013337,TRUE,TRUE,TRUE,0,0,0,
1,0.73866333,TRUE,TRUE,TRUE,0,0,0,
1,-0.13061672,TRUE,FALSE,TRUE,1,0,1,
1,0.98262017,TRUE,TRUE,TRUE,0,0,0,
-1,0.96104934,FALSE,TRUE,TRUE,0,0,1,
1,1.0233649,TRUE,TRUE,TRUE,0,0,0,
-1,0.70201833,FALSE,TRUE,TRUE,0,0,1,
-1,0.62556182,FALSE,TRUE,TRUE,0,0,1,
1,0.78245234,TRUE,TRUE,TRUE,0,0,0,
1,0.89661816,TRUE,TRUE,TRUE,0,0,0,
1,1.0110226,TRUE,TRUE,TRUE,0,0,0,
1,1.022756,TRUE,TRUE,TRUE,0,0,0,
-1,1.030899,FALSE,TRUE,TRUE,0,0,1,
1,1.0053754,TRUE,TRUE,TRUE,0,0,0,
1,0.913614,TRUE,TRUE,TRUE,0,0,0,
1,1.0006703,TRUE,TRUE,TRUE,0,0,0,
1,0.85657737,TRUE,TRUE,TRUE,0,0,0,
1,0.93812826,TRUE,TRUE,TRUE,0,0,0,
1,1.0065355,TRUE,TRUE,TRUE,0,0,0,
1,1.0333102,TRUE,TRUE,TRUE,0,0,0,
1,1.043483,TRUE,TRUE,TRUE,0,0,0,
1,0.92272785,TRUE,TRUE,TRUE,0,0,0,
-1,1.1089058,FALSE,TRUE,TRUE,0,0,1,
-1,0.97801342,FALSE,TRUE,TRUE,0,0,1,
1,0.9558126,TRUE,TRUE,TRUE,0,0,0,
1,0.65713201,TRUE,TRUE,TRUE,0,0,0,
1,1.0017359,TRUE,TRUE,TRUE,0,0,0,
1,1.0362004,TRUE,TRUE,TRUE,0,0,0,
1,0.75946431,TRUE,TRUE,TRUE,0,0,0,
1,0.65220107,TRUE,TRUE,TRUE,0,0,0,
1,1.0401473,TRUE,TRUE,TRUE,0,0,0,
-1,0.98031751,FALSE,TRUE,TRUE,0,0,1,
1,1.0256065,TRUE,TRUE,TRUE,0,0,0,
-1,-1.8510778,FALSE,FALSE,TRUE,0,1,0,
1,0.87863569,TRUE,TRUE,TRUE,0,0,0,
-1,1.035251,FALSE,TRUE,TRUE,0,0,1,
1,0.50934236,TRUE,TRUE,TRUE,0,0,0,
1,1.0206635,TRUE,TRUE,TRUE,0,0,0,
1,0.99778333,TRUE,TRUE,TRUE,0,0,0,
1,1.1710422,TRUE,TRUE,TRUE,0,0,0,
1,0.73198255,TRUE,TRUE,TRUE,0,0,0,
-1,0.71997443,FALSE,TRUE,TRUE,0,0,1,
1,0.9931589,TRUE,TRUE,TRUE,0,0,0,
1,0.81638474,TRUE,TRUE,TRUE,0,0,0,
-1,0.97889111,FALSE,TRUE,TRUE,0,0,1,
-1,1.0081728,FALSE,TRUE,TRUE,0,0,1,
1,0.95034347,TRUE,TRUE,TRUE,0,0,0,
1,0.86521303,TRUE,TRUE,TRUE,0,0,0,
1,0.54799155,TRUE,TRUE,TRUE,0,0,0,
-1,0.88909406,FALSE,TRUE,TRUE,0,0,1,
1,1.0304483,TRUE,TRUE,TRUE,0,0,0,
-1,1.0117236,FALSE,TRUE,TRUE,0,0,1,
1,1.0099369,TRUE,TRUE,TRUE,0,0,0,
1,0.42519126,TRUE,TRUE,TRUE,0,0,0,
1,1.0219727,TRUE,TRUE,TRUE,0,0,0,
-1,1.0802115,FALSE,TRUE,TRUE,0,0,1,
1,0.66755467,TRUE,TRUE,TRUE,0,0,0,
1,0.93197283,TRUE,TRUE,TRUE,0,0,0,
-1,0.87155645,FALSE,TRUE,TRUE,0,0,1,
-1,0.64688159,FALSE,TRUE,TRUE,0,0,1,
1,1.015886,TRUE,TRUE,TRUE,0,0,0,
1,0.5889368,TRUE,TRUE,TRUE,0,0,0,
-1,1.0208761,FALSE,TRUE,TRUE,0,0,1,
1,1.0281889,TRUE,TRUE,TRUE,0,0,0,
1,0.99377979,TRUE,TRUE,TRUE,0,0,0,
1,0.97343489,TRUE,TRUE,TRUE,0,0,0,
1,0.9513055,TRUE,TRUE,TRUE,0,0,0,
-1,1.0561055,FALSE,TRUE,TRUE,0,0,1,
1,1.0143969,TRUE,TRUE,TRUE,0,0,0,
1,0.90904923,TRUE,TRUE,TRUE,0,0,0,
-1,1.0436861,FALSE,TRUE,TRUE,0,0,1,
1,1.0421542,TRUE,TRUE,TRUE,0,0,0,
-1,1.0101805,FALSE,TRUE,TRUE,0,0,1,
1,0.71792992,TRUE,TRUE,TRUE,0,0,0,
1,0.67350584,TRUE,TRUE,TRUE,0,0,0,
1,1.0126747,TRUE,TRUE,TRUE,0,0,0,
1,0.94037703,TRUE,TRUE,TRUE,0,0,0,
1,0.65464332,TRUE,TRUE,TRUE,0,0,0,
1,1.0082559,TRUE,TRUE,TRUE,0,0,0,
1,0.98098272,TRUE,TRUE,TRUE,0,0,0,
1,1.0053301,TRUE,TRUE,TRUE,0,0,0,
1,0.46904095,TRUE,TRUE,TRUE,0,0,0,
1,0.92274777,TRUE,TRUE,TRUE,0,0,0,
1,0.97144289,TRUE,TRUE,TRUE,0,0,0,
-1,0.9987436,FALSE,TRUE,TRUE,0,0,1,
1,0.90339156,TRUE,TRUE,TRUE,0,0,0,
1,0.70026214,TRUE,TRUE,TRUE,0,0,0,
-1,0.97871353,FALSE,TRUE,TRUE,0,0,1,
1,1.0002253,TRUE,TRUE,TRUE,0,0,0,
1,1.0312404,TRUE,TRUE,TRUE,0,0,0,
1,0.97521211,TRUE,TRUE,TRUE,0,0,0,
-1,1.0456136,FALSE,TRUE,TRUE,0,0,1,
-1,1.0133136,FALSE,TRUE,TRUE,0,0,1,
-1,-0.055922082,FALSE,FALSE,TRUE,0,1,0,
1,0.9979779,TRUE,TRUE,TRUE,0,0,0,
1,0.93918534,TRUE,TRUE,TRUE,0,0,0,
1,0.98346428,TRUE,TRUE,TRUE,0,0,0,
1,0.64329886,TRUE,TRUE,TRUE,0,0,0,
-1,0.94234097,FALSE,TRUE,TRUE,0,0,1,
1,0.81965151,TRUE,TRUE,TRUE,0,0,0,
1,1.0182892,TRUE,TRUE,TRUE,0,0,0,
-1,1.0849484,FALSE,TRUE,TRUE,0,0,1,
1,0.99360928,TRUE,TRUE,TRUE,0,0,0,
-1,0.98809653,FALSE,TRUE,TRUE,0,0,1,
-1,1.0059947,FALSE,TRUE,TRUE,0,0,1,
-1,1.048803,FALSE,TRUE,TRUE,0,0,1,
1,0.97770819,TRUE,TRUE,TRUE,0,0,0,
1,1.0536981,TRUE,TRUE,TRUE,0,0,0,
1,1.0226175,TRUE,TRUE,TRUE,0,0,0,
1,0.87256856,TRUE,TRUE,TRUE,0,0,0,
1,0.90177536,TRUE,TRUE,TRUE,0,0,0,
-1,0.9696112,FALSE,TRUE,TRUE,0,0,1,
-1,0.98991211,FALSE,TRUE,TRUE,0,0,1,
1,-0.068147037,TRUE,FALSE,TRUE,1,0,1,
1,0.69883379,TRUE,TRUE,TRUE,0,0,0,
1,-0.13300649,TRUE,FALSE,TRUE,1,0,1,
-1,0.94286556,FALSE,TRUE,TRUE,0,0,1,
1,0.80876482,TRUE,TRUE,TRUE,0,0,0,
1,1.0216843,TRUE,TRUE,TRUE,0,0,0,
-1,1.0538375,FALSE,TRUE,TRUE,0,0,1,
1,0.53147427,TRUE,TRUE,TRUE,0,0,0,
1,0.29374477,TRUE,TRUE,TRUE,0,0,0,
-1,0.61741401,FALSE,TRUE,TRUE,0,0,1,
-1,0.94810492,FALSE,TRUE,TRUE,0,0,1,
1,0.9536966,TRUE,TRUE,TRUE,0,0,0,
-1,0.6776972,FALSE,TRUE,TRUE,0,0,1,
1,0.45356549,TRUE,TRUE,TRUE,0,0,0,
-1,0.92464949,FALSE,TRUE,TRUE,0,0,1,
1,1.0449827,TRUE,TRUE,TRUE,0,0,0,
1,0.96409053,TRUE,TRUE,TRUE,0,0,0,
1,0.97412096,TRUE,TRUE,TRUE,0,0,0,
1,1.0030139,TRUE,TRUE,TRUE,0,0,0,
-1,0.97892283,FALSE,TRUE,TRUE,0,0,1,
-1,0.7725882,FALSE,TRUE,TRUE,0,0,1,
1,1.0030035,TRUE,TRUE,TRUE,0,0,0,
-1,0.90195872,FALSE,TRUE,TRUE,0,0,1,
1,-0.015201363,TRUE,FALSE,TRUE,1,0,1,
1,0.78820688,TRUE,TRUE,TRUE,0,0,0,
-1,0.96948969,FALSE,TRUE,TRUE,0,0,1,
-1,0.97408257,FALSE,TRUE,TRUE,0,0,1,
-1,0.8843966,FALSE,TRUE,TRUE,0,0,1,
1,0.73981263,TRUE,TRUE,TRUE,0,0,0,
1,0.94719167,TRUE,TRUE,TRUE,0,0,0,
1,0.78650322,TRUE,TRUE,TRUE,0,0,0,
1,0.75415398,TRUE,TRUE,TRUE,0,0,0,
1,1.0567978,TRUE,TRUE,TRUE,0,0,0,
1,0.76899029,TRUE,TRUE,TRUE,0,0,0,
-1,0.96696702,FALSE,TRUE,TRUE,0,0,1,
1,0.95008313,TRUE,TRUE,TRUE,0,0,0,
1,1.0163748,TRUE,TRUE,TRUE,0,0,0,
1,1.0315081,TRUE,TRUE,TRUE,0,0,0,
-1,0.94346321,FALSE,TRUE,TRUE,0,0,1,
1,-0.21288364,TRUE,FALSE,TRUE,1,0,1,
1,0.96561724,TRUE,TRUE,TRUE,0,0,0,
1,1.0739327,TRUE,TRUE,TRUE,0,0,0,
-1,-0.51419159,FALSE,FALSE,TRUE,0,1,0,
1,1.0656524,TRUE,TRUE,TRUE,0,0,0,
1,1.0365489,TRUE,TRUE,TRUE,0,0,0,
1,0.99872473,TRUE,TRUE,TRUE,0,0,0,
1,0.92613164,TRUE,TRUE,TRUE,0,0,0,
1,0.99873961,TRUE,TRUE,TRUE,0,0,0,
-1,1.0630219,FALSE,TRUE,TRUE,0,0,1,
1,1.0175525,TRUE,TRUE,TRUE,0,0,0,
1,0.93000702,TRUE,TRUE,TRUE,0,0,0,
1,1.042104,TRUE,TRUE,TRUE,0,0,0,
1,0.98027069,TRUE,TRUE,TRUE,0,0,0,
-1,1.0227248,FALSE,TRUE,TRUE,0,0,1,
1,0.91901162,TRUE,TRUE,TRUE,0,0,0,
1,0.82767976,TRUE,TRUE,TRUE,0,0,0,
-1,1.1015413,FALSE,TRUE,TRUE,0,0,1,
1,1.0076982,TRUE,TRUE,TRUE,0,0,0,
-1,1.0777459,FALSE,TRUE,TRUE,0,0,1,
-1,0.49330209,FALSE,TRUE,TRUE,0,0,1,
1,0.95424871,TRUE,TRUE,TRUE,0,0,0,
1,0.9452628,TRUE,TRUE,TRUE,0,0,0,
-1,-0.088814473,FALSE,FALSE,TRUE,0,1,0,
-1,0.99303189,FALSE,TRUE,TRUE,0,0,1,
1,0.8408526,TRUE,TRUE,TRUE,0,0,0,
-1,1.0367154,FALSE,TRUE,TRUE,0,0,1,
1,0.81611611,TRUE,TRUE,TRUE,0,0,0,
1,1.0020729,TRUE,TRUE,TRUE,0,0,0,
1,0.9875777,TRUE,TRUE,TRUE,0,0,0,
1,0.79531884,TRUE,TRUE,TRUE,0,0,0,
-1,1.0521394,FALSE,TRUE,TRUE,0,0,1,
1,1.0015891,TRUE,TRUE,TRUE,0,0,0,
-1,0.98454751,FALSE,TRUE,TRUE,0,0,1,
1,0.59245719,TRUE,TRUE,TRUE,0,0,0,
1,-1.2261055,TRUE,FALSE,TRUE,1,0,1,
-1,1.1050519,FALSE,TRUE,TRUE,0,0,1,
1,0.92319496,TRUE,TRUE,TRUE,0,0,0,
1,0.37834396,TRUE,TRUE,TRUE,0,0,0,
-1,1.0074715,FALSE,TRUE,TRUE,0,0,1,
-1,0.99409027,FALSE,TRUE,TRUE,0,0,1,
-1,0.95938183,FALSE,TRUE,TRUE,0,0,1,
1,1.0008479,TRUE,TRUE,TRUE,0,0,0,
1,0.54669538,TRUE,TRUE,TRUE,0,0,0,
-1,1.0224373,FALSE,TRUE,TRUE,0,0,1,
-1,0.88371145,FALSE,TRUE,TRUE,0,0,1,
1,0.87481741,TRUE,TRUE,TRUE,0,0,0,
1,0.90898737,TRUE,TRUE,TRUE,0,0,0,
1,0.8692195,TRUE,TRUE,TRUE,0,0,0,
1,0.89021624,TRUE,TRUE,TRUE,0,0,0,
-1,0.93099058,FALSE,TRUE,TRUE,0,0,1,
-1,0.24136994,FALSE,TRUE,TRUE,0,0,1,
1,0.46744233,TRUE,TRUE,TRUE,0,0,0,
1,0.84078052,TRUE,TRUE,TRUE,0,0,0,
1,1.0672591,TRUE,TRUE,TRUE,0,0,0,
1,1.0207541,TRUE,TRUE,TRUE,0,0,0,
1,1.0162495,TRUE,TRUE,TRUE,0,0,0,
1,0.96426321,TRUE,TRUE,TRUE,0,0,0,
-1,1.0445473,FALSE,TRUE,TRUE,0,0,1,
-1,0.93812775,FALSE,TRUE,TRUE,0,0,1,
1,0.73525037,TRUE,TRUE,TRUE,0,0,0,
1,0.70956904,TRUE,TRUE,TRUE,0,0,0,
1,1.024938,TRUE,TRUE,TRUE,0,0,0,
1,0.78994192,TRUE,TRUE,TRUE,0,0,0,
1,0.98533584,TRUE,TRUE,TRUE,0,0,0,
-1,1.0201134,FALSE,TRUE,TRUE,0,0,1,
-1,1.0441729,FALSE,TRUE,TRUE,0,0,1,
1,1.0110745,TRUE,TRUE,TRUE,0,0,0,
-1,1.0585158,FALSE,TRUE,TRUE,0,0,1,
1,1.2047151,TRUE,TRUE,TRUE,0,0,0,
1,1.0087935,TRUE,TRUE,TRUE,0,0,0,
1,0.13769923,TRUE,TRUE,TRUE,0,0,0,
1,0.98311089,TRUE,TRUE,TRUE,0,0,0,
-1,1.0068094,FALSE,TRUE,TRUE,0,0,1,
1,0.90632022,TRUE,TRUE,TRUE,0,0,0,
1,1.0516538,TRUE,TRUE,TRUE,0,0,0,
1,1.0084452,TRUE,TRUE,TRUE,0,0,0,
-1,1.0211463,FALSE,TRUE,TRUE,0,0,1,
1,0.83441393,TRUE,TRUE,TRUE,0,0,0,
1,1.0065872,TRUE,TRUE,TRUE,0,0,0,
1,0.95140481,TRUE,TRUE,TRUE,0,0,0,
1,0.97833108,TRUE,TRUE,TRUE,0,0,0,
-1,1.0183561,FALSE,TRUE,TRUE,0,0,1,
1,0.68595113,TRUE,TRUE,TRUE,0,0,0,
1,0.90414857,TRUE,TRUE,TRUE,0,0,0,
1,0.96985575,TRUE,TRUE,TRUE,0,0,0,
1,1.0915087,TRUE,TRUE,TRUE,0,0,0,
-1,0.99370689,FALSE,TRUE,TRUE,0,0,1,
1,0.70211143,TRUE,TRUE,TRUE,0,0,0,
1,1.0867697,TRUE,TRUE,TRUE,0,0,0,
1,1.02425,TRUE,TRUE,TRUE,0,0,0,
1,1.0251177,TRUE,TRUE,TRUE,0,0,0,
1,0.95596299,TRUE,TRUE,TRUE,0,0,0,
1,0.98298258,TRUE,TRUE,TRUE,0,0,0,
-1,0.77663605,FALSE,TRUE,TRUE,0,0,1,
-1,0.93753784,FALSE,TRUE,TRUE,0,0,1,
1,0.95471974,TRUE,TRUE,TRUE,0,0,0,
1,0.69976033,TRUE,TRUE,TRUE,0,0,0,
1,0.9785374,TRUE,TRUE,TRUE,0,0,0,
1,1.0620763,TRUE,TRUE,TRUE,0,0,0,
1,1.0070471,TRUE,TRUE,TRUE,0,0,0,
1,1.0910499,TRUE,TRUE,TRUE,0,0,0,
1,0.6894732,TRUE,TRUE,TRUE,0,0,0,
1,0.8842051,TRUE,TRUE,TRUE,0,0,0,
1,0.88536791,TRUE,TRUE,TRUE,0,0,0,
-1,1.0088992,FALSE,TRUE,TRUE,0,0,1,
1,0.8346025,TRUE,TRUE,TRUE,0,0,0,
-1,0.88171122,FALSE,TRUE,TRUE,0,0,1,
1,1.0009801,TRUE,TRUE,TRUE,0,0,0,
1,1.0658108,TRUE,TRUE,TRUE,0,0,0,
1,0.73675153,TRUE,TRUE,TRUE,0,0,0,
1,-0.31388923,TRUE,FALSE,TRUE,1,0,1,
1,1.0229614,TRUE,TRUE,TRUE,0,0,0,
1,0.49309822,TRUE,TRUE,TRUE,0,0,0,
1,0.90813349,TRUE,TRUE,TRUE,0,0,0,
1,0.8266763,TRUE,TRUE,TRUE,0,0,0,
1,0.77614373,TRUE,TRUE,TRUE,0,0,0,
1,0.97670776,TRUE,TRUE,TRUE,0,0,0,
1,1.016486,TRUE,TRUE,TRUE,0,0,0,
1,0.72434376,TRUE,TRUE,TRUE,0,0,0,
1,0.98995561,TRUE,TRUE,TRUE,0,0,0,
-1,1.0181351,FALSE,TRUE,TRUE,0,0,1,
-1,0.43747525,FALSE,TRUE,TRUE,0,0,1,
1,-0.042051316,TRUE,FALSE,TRUE,1,0,1,
1,1.0754146,TRUE,TRUE,TRUE,0,0,0,
1,1.0493218,TRUE,TRUE,TRUE,0,0,0,
1,1.0686277,TRUE,TRUE,TRUE,0,0,0,
1,0.9871573,TRUE,TRUE,TRUE,0,0,0,
1,0.64759717,TRUE,TRUE,TRUE,0,0,0,
1,0.99773096,TRUE,TRUE,TRUE,0,0,0,
1,1.0110501,TRUE,TRUE,TRUE,0,0,0,
1,0.98471284,TRUE,TRUE,TRUE,0,0,0,
1,0.81443899,TRUE,TRUE,TRUE,0,0,0,
1,0.67803581,TRUE,TRUE,TRUE,0,0,0,
-1,0.98831267,FALSE,TRUE,TRUE,0,0,1,
1,1.0441157,TRUE,TRUE,TRUE,0,0,0,
1,0.99726004,TRUE,TRUE,TRUE,0,0,0,
-1,0.78597921,FALSE,TRUE,TRUE,0,0,1,
-1,0.96110922,FALSE,TRUE,TRUE,0,0,1,
1,0.20028594,TRUE,TRUE,TRUE,0,0,0,
-1,1.0093122,FALSE,TRUE,TRUE,0,0,1,
1,-0.82415239,TRUE,FALSE,TRUE,1,0,1,
1,1.0237253,TRUE,TRUE,TRUE,0,0,0,
-1,0.97455158,FALSE,TRUE,TRUE,0,0,1,
1,0.61942082,TRUE,TRUE,TRUE,0,0,0,
1,0.064885655,TRUE,TRUE,TRUE,0,0,0,
-1,1.0218304,FALSE,TRUE,TRUE,0,0,1,
1,0.98925496,TRUE,TRUE,TRUE,0,0,0,
1,1.0220769,TRUE,TRUE,TRUE,0,0,0,
1,0.5129651,TRUE,TRUE,TRUE,0,0,0,
1,1.0046671,TRUE,TRUE,TRUE,0,0,0,
1,0.94701905,TRUE,TRUE,TRUE,0,0,0,
1,0.67109658,TRUE,TRUE,TRUE,0,0,0,
1,0.9319718,TRUE,TRUE,TRUE,0,0,0,
1,1.0420195,TRUE,TRUE,TRUE,0,0,0,
1,0.85317764,TRUE,TRUE,TRUE,0,0,0,
1,0.84825786,TRUE,TRUE,TRUE,0,0,0,
1,1.0504204,TRUE,TRUE,TRUE,0,0,0,
1,0.94910736,TRUE,TRUE,TRUE,0,0,0,
1,1.0787581,TRUE,TRUE,TRUE,0,0,0,
1,1.0036216,TRUE,TRUE,TRUE,0,0,0,
-1,1.0970154,FALSE,TRUE,TRUE,0,0,1,
1,0.043803583,TRUE,TRUE,TRUE,0,0,0,
1,1.0429697,TRUE,TRUE,TRUE,0,0,0,
-1,0.9940543,FALSE,TRUE,TRUE,0,0,1,
-1,-0.45646815,FALSE,FALSE,TRUE,0,1,0,
1,0.88716955,TRUE,TRUE,TRUE,0,0,0,
1,0.66180129,TRUE,TRUE,TRUE,0,0,0,
1,0.75031738,TRUE,TRUE,TRUE,0,0,0,
-1,0.7955992,FALSE,TRUE,TRUE,0,0,1,
1,1.0194188,TRUE,TRUE,TRUE,0,0,0,
1,1.0211562,TRUE,TRUE,TRUE,0,0,0,
1,0.92860861,TRUE,TRUE,TRUE,0,0,0,
