actual,assigned,Actual,ALGO,NAÏVE,,,Error
-1,-0.23682997,FALSE,FALSE,TRUE,0,1,0
1,-0.45266547,TRUE,FALSE,TRUE,1,0,1
1,-1.6350874,TRUE,FALSE,TRUE,1,0,1
-1,-0.75400459,FALSE,FALSE,TRUE,0,1,0
1,-0.38024889,TRUE,FALSE,TRUE,1,0,1
1,-0.88758857,TRUE,FALSE,TRUE,1,0,1
1,1.0855527,TRUE,TRUE,TRUE,0,0,0
1,-0.19646934,TRUE,FALSE,TRUE,1,0,1
1,0.34765745,TRUE,TRUE,TRUE,0,0,0
1,-0.80306942,TRUE,FALSE,TRUE,1,0,1
-1,-0.98437495,FALSE,FALSE,TRUE,0,1,0
-1,0.11574368,FALSE,TRUE,TRUE,0,0,1
-1,0.042350186,FALSE,TRUE,TRUE,0,0,1
1,-0.28254406,TRUE,FALSE,TRUE,1,0,1
1,0.15337143,TRUE,TRUE,TRUE,0,0,0
1,-0.088745004,TRUE,FALSE,TRUE,1,0,1
1,0.39337457,TRUE,TRUE,TRUE,0,0,0
-1,-1.2902221,FALSE,FALSE,TRUE,0,1,0
1,-0.14064545,TRUE,FALSE,TRUE,1,0,1
1,0.94306988,TRUE,TRUE,TRUE,0,0,0
-1,0.030536031,FALSE,TRUE,TRUE,0,0,1
1,-0.79726259,TRUE,FALSE,TRUE,1,0,1
-1,0.54885965,FALSE,TRUE,TRUE,0,0,1
-1,-0.087921076,FALSE,FALSE,TRUE,0,1,0
-1,0.9788861,FALSE,TRUE,TRUE,0,0,1
1,-0.54525933,TRUE,FALSE,TRUE,1,0,1
1,-0.32869774,TRUE,FALSE,TRUE,1,0,1
1,-0.27745654,TRUE,FALSE,TRUE,1,0,1
1,0.20069302,TRUE,TRUE,TRUE,0,0,0
1,0.027131897,TRUE,TRUE,TRUE,0,0,0
1,-1.0675285,TRUE,FALSE,TRUE,1,0,1
-1,-0.72678696,FALSE,FALSE,TRUE,0,1,0
1,-0.26083744,TRUE,FALSE,TRUE,1,0,1
1,-0.39509781,TRUE,FALSE,TRUE,1,0,1
-1,0.58132191,FALSE,TRUE,TRUE,0,0,1
1,-0.74321992,TRUE,FALSE,TRUE,1,0,1
1,0.7883474,TRUE,TRUE,TRUE,0,0,0
1,-0.42249661,TRUE,FALSE,TRUE,1,0,1
1,-1.4854963,TRUE,FALSE,TRUE,1,0,1
-1,-0.17962597,FALSE,FALSE,TRUE,0,1,0
-1,0.98904081,FALSE,TRUE,TRUE,0,0,1
1,-0.67807371,TRUE,FALSE,TRUE,1,0,1
-1,-0.09777933,FALSE,FALSE,TRUE,0,1,0
-1,-1.2632761,FALSE,FALSE,TRUE,0,1,0
1,0.015488411,TRUE,TRUE,TRUE,0,0,0
-1,0.53204375,FALSE,TRUE,TRUE,0,0,1
1,-1.3494455,TRUE,FALSE,TRUE,1,0,1
1,-0.36327861,TRUE,FALSE,TRUE,1,0,1
1,-1.1674827,TRUE,FALSE,TRUE,1,0,1
1,0.024686313,TRUE,TRUE,TRUE,0,0,0
1,-1.7154653,TRUE,FALSE,TRUE,1,0,1
1,-0.96407731,TRUE,FALSE,TRUE,1,0,1
1,0.18655842,TRUE,TRUE,TRUE,0,0,0
1,-0.41596927,TRUE,FALSE,TRUE,1,0,1
-1,-0.42427321,FALSE,FALSE,TRUE,0,1,0
-1,0.90695346,FALSE,TRUE,TRUE,0,0,1
-1,0.82255271,FALSE,TRUE,TRUE,0,0,1
-1,-0.93911181,FALSE,FALSE,TRUE,0,1,0
1,-0.71524037,TRUE,FALSE,TRUE,1,0,1
1,-0.43413259,TRUE,FALSE,TRUE,1,0,1
-1,-1.741487,FALSE,FALSE,TRUE,0,1,0
1,-0.25215073,TRUE,FALSE,TRUE,1,0,1
1,-0.28529625,TRUE,FALSE,TRUE,1,0,1
1,-0.26087874,TRUE,FALSE,TRUE,1,0,1
1,0.18318212,TRUE,TRUE,TRUE,0,0,0
-1,-1.6191107,FALSE,FALSE,TRUE,0,1,0
1,-1.1573193,TRUE,FALSE,TRUE,1,0,1
1,-1.0223245,TRUE,FALSE,TRUE,1,0,1
1,-1.3977881,TRUE,FALSE,TRUE,1,0,1
-1,-1.3723041,FALSE,FALSE,TRUE,0,1,0
1,0.020205318,TRUE,TRUE,TRUE,0,0,0
1,-0.1498529,TRUE,FALSE,TRUE,1,0,1
-1,-0.21344064,FALSE,FALSE,TRUE,0,1,0
1,-1.4697412,TRUE,FALSE,TRUE,1,0,1
1,-0.42840631,TRUE,FALSE,TRUE,1,0,1
1,-0.083444033,TRUE,FALSE,TRUE,1,0,1
1,-0.19722229,TRUE,FALSE,TRUE,1,0,1
-1,-1.2515424,FALSE,FALSE,TRUE,0,1,0
-1,-0.53792548,FALSE,FALSE,TRUE,0,1,0
1,0.7201147,TRUE,TRUE,TRUE,0,0,0
1,0.004721222,TRUE,TRUE,TRUE,0,0,0
1,-1.0401,TRUE,FALSE,TRUE,1,0,1
-1,-0.49215286,FALSE,FALSE,TRUE,0,1,0
-1,-0.20640976,FALSE,FALSE,TRUE,0,1,0
1,-1.2299498,TRUE,FALSE,TRUE,1,0,1
1,-3.393138,TRUE,FALSE,TRUE,1,0,1
1,1.6330943,TRUE,TRUE,TRUE,0,0,0
1,-1.1688975,TRUE,FALSE,TRUE,1,0,1
1,0.2461137,TRUE,TRUE,TRUE,0,0,0
1,-1.183498,TRUE,FALSE,TRUE,1,0,1
1,-0.38636301,TRUE,FALSE,TRUE,1,0,1
1,-1.2147982,TRUE,FALSE,TRUE,1,0,1
1,-0.52644126,TRUE,FALSE,TRUE,1,0,1
-1,0.29083033,FALSE,TRUE,TRUE,0,0,1
-1,-0.75589801,FALSE,FALSE,TRUE,0,1,0
1,0.34777063,TRUE,TRUE,TRUE,0,0,0
-1,-0.68284925,FALSE,FALSE,TRUE,0,1,0
1,0.33911757,TRUE,TRUE,TRUE,0,0,0
1,-1.295312,TRUE,FALSE,TRUE,1,0,1
1,0.89696438,TRUE,TRUE,TRUE,0,0,0
1,-0.12142719,TRUE,FALSE,TRUE,1,0,1
1,-2.5072913,TRUE,FALSE,TRUE,1,0,1
1,-0.25265696,TRUE,FALSE,TRUE,1,0,1
1,0.97086511,TRUE,TRUE,TRUE,0,0,0
1,-0.43964155,TRUE,FALSE,TRUE,1,0,1
1,0.4317559,TRUE,TRUE,TRUE,0,0,0
-1,-1.4120693,FALSE,FALSE,TRUE,0,1,0
1,-0.46380491,TRUE,FALSE,TRUE,1,0,1
1,0.39630635,TRUE,TRUE,TRUE,0,0,0
1,0.58352771,TRUE,TRUE,TRUE,0,0,0
1,-1.4514473,TRUE,FALSE,TRUE,1,0,1
-1,-0.47511841,FALSE,FALSE,TRUE,0,1,0
1,-0.025999546,TRUE,FALSE,TRUE,1,0,1
1,-1.1895429,TRUE,FALSE,TRUE,1,0,1
1,2.029806,TRUE,TRUE,TRUE,0,0,0
1,-0.66715016,TRUE,FALSE,TRUE,1,0,1
1,-0.544109,TRUE,FALSE,TRUE,1,0,1
1,-0.2164933,TRUE,FALSE,TRUE,1,0,1
1,0.9460532,TRUE,TRUE,TRUE,0,0,0
1,-0.47170064,TRUE,FALSE,TRUE,1,0,1
1,-1.5659745,TRUE,FALSE,TRUE,1,0,1
1,-0.49968077,TRUE,FALSE,TRUE,1,0,1
1,-0.20686417,TRUE,FALSE,TRUE,1,0,1
1,-0.078829992,TRUE,FALSE,TRUE,1,0,1
1,-0.83779229,TRUE,FALSE,TRUE,1,0,1
-1,-0.85714589,FALSE,FALSE,TRUE,0,1,0
1,0.2970061,TRUE,TRUE,TRUE,0,0,0
-1,0.3560432,FALSE,TRUE,TRUE,0,0,1
1,0.31366883,TRUE,TRUE,TRUE,0,0,0
1,-1.0339719,TRUE,FALSE,TRUE,1,0,1
1,-1.4182855,TRUE,FALSE,TRUE,1,0,1
-1,-0.46388172,FALSE,FALSE,TRUE,0,1,0
1,-1.0337422,TRUE,FALSE,TRUE,1,0,1
1,-0.61992024,TRUE,FALSE,TRUE,1,0,1
1,-0.22958246,TRUE,FALSE,TRUE,1,0,1
-1,-0.54013837,FALSE,FALSE,TRUE,0,1,0
1,-1.3856873,TRUE,FALSE,TRUE,1,0,1
1,-0.35670548,TRUE,FALSE,TRUE,1,0,1
1,-0.67445838,TRUE,FALSE,TRUE,1,0,1
1,0.72259838,TRUE,TRUE,TRUE,0,0,0
-1,-1.0543896,FALSE,FALSE,TRUE,0,1,0
1,0.32434299,TRUE,TRUE,TRUE,0,0,0
1,0.74540354,TRUE,TRUE,TRUE,0,0,0
-1,-0.7280688,FALSE,FALSE,TRUE,0,1,0
1,-1.080837,TRUE,FALSE,TRUE,1,0,1
-1,-1.214854,FALSE,FALSE,TRUE,0,1,0
-1,-1.097627,FALSE,FALSE,TRUE,0,1,0
1,-0.4057949,TRUE,FALSE,TRUE,1,0,1
-1,-0.78553617,FALSE,FALSE,TRUE,0,1,0
1,-0.82320928,TRUE,FALSE,TRUE,1,0,1
1,-0.75181426,TRUE,FALSE,TRUE,1,0,1
-1,-1.3858466,FALSE,FALSE,TRUE,0,1,0
-1,-0.86223835,FALSE,FALSE,TRUE,0,1,0
1,1.1030311,TRUE,TRUE,TRUE,0,0,0
1,-0.10085089,TRUE,FALSE,TRUE,1,0,1
1,-1.0982938,TRUE,FALSE,TRUE,1,0,1
1,-0.49795194,TRUE,FALSE,TRUE,1,0,1
-1,-0.20811656,FALSE,FALSE,TRUE,0,1,0
1,-0.84620811,TRUE,FALSE,TRUE,1,0,1
1,-1.3115644,TRUE,FALSE,TRUE,1,0,1
1,-1.3421609,TRUE,FALSE,TRUE,1,0,1
1,-0.46807629,TRUE,FALSE,TRUE,1,0,1
1,-0.52444346,TRUE,FALSE,TRUE,1,0,1
1,-0.94825473,TRUE,FALSE,TRUE,1,0,1
-1,-1.0873625,FALSE,FALSE,TRUE,0,1,0
1,0.042733507,TRUE,TRUE,TRUE,0,0,0
1,0.83880838,TRUE,TRUE,TRUE,0,0,0
1,-0.40977297,TRUE,FALSE,TRUE,1,0,1
1,-0.035791905,TRUE,FALSE,TRUE,1,0,1
1,0.43478169,TRUE,TRUE,TRUE,0,0,0
1,-1.3010188,TRUE,FALSE,TRUE,1,0,1
-1,0.62728243,FALSE,TRUE,TRUE,0,0,1
-1,0.022546206,FALSE,TRUE,TRUE,0,0,1
1,0.82183024,TRUE,TRUE,TRUE,0,0,0
-1,-0.7692197,FALSE,FALSE,TRUE,0,1,0
1,0.69538708,TRUE,TRUE,TRUE,0,0,0
1,0.087112054,TRUE,TRUE,TRUE,0,0,0
-1,0.1756727,FALSE,TRUE,TRUE,0,0,1
-1,-0.54101131,FALSE,FALSE,TRUE,0,1,0
1,-0.49697324,TRUE,FALSE,TRUE,1,0,1
1,-0.69687035,TRUE,FALSE,TRUE,1,0,1
-1,-1.5655796,FALSE,FALSE,TRUE,0,1,0
1,0.392955,TRUE,TRUE,TRUE,0,0,0
1,-0.53404694,TRUE,FALSE,TRUE,1,0,1
1,0.57305611,TRUE,TRUE,TRUE,0,0,0
1,-0.33392374,TRUE,FALSE,TRUE,1,0,1
1,-0.64912683,TRUE,FALSE,TRUE,1,0,1
1,-1.0859693,TRUE,FALSE,TRUE,1,0,1
-1,-0.16555592,FALSE,FALSE,TRUE,0,1,0
-1,0.50948937,FALSE,TRUE,TRUE,0,0,1
-1,0.028527067,FALSE,TRUE,TRUE,0,0,1
-1,-0.20466996,FALSE,FALSE,TRUE,0,1,0
1,-0.49603198,TRUE,FALSE,TRUE,1,0,1
1,-0.45697513,TRUE,FALSE,TRUE,1,0,1
-1,-1.0072671,FALSE,FALSE,TRUE,0,1,0
-1,-0.41206077,FALSE,FALSE,TRUE,0,1,0
1,-0.90938909,TRUE,FALSE,TRUE,1,0,1
1,-0.9164258,TRUE,FALSE,TRUE,1,0,1
1,-1.2224534,TRUE,FALSE,TRUE,1,0,1
1,-0.65164346,TRUE,FALSE,TRUE,1,0,1
-1,-0.77536958,FALSE,FALSE,TRUE,0,1,0
1,0.50412741,TRUE,TRUE,TRUE,0,0,0
-1,-1.2474339,FALSE,FALSE,TRUE,0,1,0
1,0.55344642,TRUE,TRUE,TRUE,0,0,0
1,-0.75692073,TRUE,FALSE,TRUE,1,0,1
1,-0.85080884,TRUE,FALSE,TRUE,1,0,1
1,-0.23097229,TRUE,FALSE,TRUE,1,0,1
1,-1.1705916,TRUE,FALSE,TRUE,1,0,1
-1,-0.65223248,FALSE,FALSE,TRUE,0,1,0
1,0.752407,TRUE,TRUE,TRUE,0,0,0
1,-0.34029463,TRUE,FALSE,TRUE,1,0,1
1,0.55277516,TRUE,TRUE,TRUE,0,0,0
-1,-0.34184716,FALSE,FALSE,TRUE,0,1,0
1,-0.96644743,TRUE,FALSE,TRUE,1,0,1
-1,-0.48035225,FALSE,FALSE,TRUE,0,1,0
1,-1.4484122,TRUE,FALSE,TRUE,1,0,1
1,-1.1689045,TRUE,FALSE,TRUE,1,0,1
1,0.70818514,TRUE,TRUE,TRUE,0,0,0
1,-1.0852681,TRUE,FALSE,TRUE,1,0,1
1,0.41133589,TRUE,TRUE,TRUE,0,0,0
-1,-0.8603147,FALSE,FALSE,TRUE,0,1,0
-1,-1.3070105,FALSE,FALSE,TRUE,0,1,0
-1,-0.4506631,FALSE,FALSE,TRUE,0,1,0
-1,-1.5416548,FALSE,FALSE,TRUE,0,1,0
1,-0.53787493,TRUE,FALSE,TRUE,1,0,1
-1,-0.15231215,FALSE,FALSE,TRUE,0,1,0
-1,-0.76054063,FALSE,FALSE,TRUE,0,1,0
-1,-1.4733971,FALSE,FALSE,TRUE,0,1,0
1,0.50878092,TRUE,TRUE,TRUE,0,0,0
1,0.41778656,TRUE,TRUE,TRUE,0,0,0
1,-0.55491411,TRUE,FALSE,TRUE,1,0,1
1,-1.5355576,TRUE,FALSE,TRUE,1,0,1
1,-0.92437581,TRUE,FALSE,TRUE,1,0,1
1,-0.57886335,TRUE,FALSE,TRUE,1,0,1
1,-0.29526506,TRUE,FALSE,TRUE,1,0,1
1,1.2289739,TRUE,TRUE,TRUE,0,0,0
1,0.2759085,TRUE,TRUE,TRUE,0,0,0
1,-0.78308397,TRUE,FALSE,TRUE,1,0,1
1,0.49701067,TRUE,TRUE,TRUE,0,0,0
1,-0.74929263,TRUE,FALSE,TRUE,1,0,1
1,-1.0932721,TRUE,FALSE,TRUE,1,0,1
1,0.43182572,TRUE,TRUE,TRUE,0,0,0
1,-0.86025911,TRUE,FALSE,TRUE,1,0,1
-1,-0.61707767,FALSE,FALSE,TRUE,0,1,0
1,-0.54091115,TRUE,FALSE,TRUE,1,0,1
-1,-0.37376837,FALSE,FALSE,TRUE,0,1,0
1,-0.99989682,TRUE,FALSE,TRUE,1,0,1
1,0.26646727,TRUE,TRUE,TRUE,0,0,0
1,0.33285235,TRUE,TRUE,TRUE,0,0,0
1,0.16763935,TRUE,TRUE,TRUE,0,0,0
1,-1.0058086,TRUE,FALSE,TRUE,1,0,1
-1,-0.009871988,FALSE,FALSE,TRUE,0,1,0
1,-1.4815097,TRUE,FALSE,TRUE,1,0,1
-1,1.058473,FALSE,TRUE,TRUE,0,0,1
1,0.60308303,TRUE,TRUE,TRUE,0,0,0
1,-1.2118825,TRUE,FALSE,TRUE,1,0,1
1,0.36600945,TRUE,TRUE,TRUE,0,0,0
-1,-0.49822144,FALSE,FALSE,TRUE,0,1,0
-1,-1.4356076,FALSE,FALSE,TRUE,0,1,0
1,-0.15475622,TRUE,FALSE,TRUE,1,0,1
1,1.2663346,TRUE,TRUE,TRUE,0,0,0
1,0.31058376,TRUE,TRUE,TRUE,0,0,0
1,-0.23316032,TRUE,FALSE,TRUE,1,0,1
1,-0.42377485,TRUE,FALSE,TRUE,1,0,1
-1,-0.65833778,FALSE,FALSE,TRUE,0,1,0
1,-0.31476448,TRUE,FALSE,TRUE,1,0,1
1,-1.0842235,TRUE,FALSE,TRUE,1,0,1
1,-0.46006215,TRUE,FALSE,TRUE,1,0,1
1,-1.2262052,TRUE,FALSE,TRUE,1,0,1
1,0.21138169,TRUE,TRUE,TRUE,0,0,0
1,-1.3957456,TRUE,FALSE,TRUE,1,0,1
1,-1.2867412,TRUE,FALSE,TRUE,1,0,1
1,-0.64578815,TRUE,FALSE,TRUE,1,0,1
-1,-0.79118977,FALSE,FALSE,TRUE,0,1,0
1,-1.1008703,TRUE,FALSE,TRUE,1,0,1
1,-0.021705336,TRUE,FALSE,TRUE,1,0,1
1,0.90059874,TRUE,TRUE,TRUE,0,0,0
1,-0.52503618,TRUE,FALSE,TRUE,1,0,1
1,0.059662158,TRUE,TRUE,TRUE,0,0,0
1,-1.1236341,TRUE,FALSE,TRUE,1,0,1
1,-1.2878477,TRUE,FALSE,TRUE,1,0,1
-1,-0.88540058,FALSE,FALSE,TRUE,0,1,0
1,-0.77358754,TRUE,FALSE,TRUE,1,0,1
1,-0.74725717,TRUE,FALSE,TRUE,1,0,1
1,-0.06615283,TRUE,FALSE,TRUE,1,0,1
-1,-0.31883025,FALSE,FALSE,TRUE,0,1,0
1,1.0419867,TRUE,TRUE,TRUE,0,0,0
-1,-0.15743605,FALSE,FALSE,TRUE,0,1,0
1,-1.257475,TRUE,FALSE,TRUE,1,0,1
-1,-0.59108634,FALSE,FALSE,TRUE,0,1,0
-1,0.66421916,FALSE,TRUE,TRUE,0,0,1
-1,0.90054786,FALSE,TRUE,TRUE,0,0,1
-1,-0.13911194,FALSE,FALSE,TRUE,0,1,0
1,-0.040130434,TRUE,FALSE,TRUE,1,0,1
1,0.95032547,TRUE,TRUE,TRUE,0,0,0
1,-0.30774222,TRUE,FALSE,TRUE,1,0,1
1,-1.1188335,TRUE,FALSE,TRUE,1,0,1
1,-1.5469387,TRUE,FALSE,TRUE,1,0,1
1,-0.31740303,TRUE,FALSE,TRUE,1,0,1
-1,-0.019631137,FALSE,FALSE,TRUE,0,1,0
-1,-0.48726177,FALSE,FALSE,TRUE,0,1,0
1,-0.58530182,TRUE,FALSE,TRUE,1,0,1
-1,0.58180778,FALSE,TRUE,TRUE,0,0,1
1,-0.041338315,TRUE,FALSE,TRUE,1,0,1
-1,-0.13637304,FALSE,FALSE,TRUE,0,1,0
1,0.74917224,TRUE,TRUE,TRUE,0,0,0
-1,-0.60594762,FALSE,FALSE,TRUE,0,1,0
1,0.75356484,TRUE,TRUE,TRUE,0,0,0
1,-0.70169697,TRUE,FALSE,TRUE,1,0,1
-1,-1.5286782,FALSE,FALSE,TRUE,0,1,0
1,0.82601956,TRUE,TRUE,TRUE,0,0,0
1,-1.4441736,TRUE,FALSE,TRUE,1,0,1
1,-0.62039907,TRUE,FALSE,TRUE,1,0,1
1,-0.54068461,TRUE,FALSE,TRUE,1,0,1
1,-0.071378247,TRUE,FALSE,TRUE,1,0,1
1,0.30041881,TRUE,TRUE,TRUE,0,0,0
1,0.74459091,TRUE,TRUE,TRUE,0,0,0
-1,-0.73704392,FALSE,FALSE,TRUE,0,1,0
1,-0.059746843,TRUE,FALSE,TRUE,1,0,1
1,-1.5985991,TRUE,FALSE,TRUE,1,0,1
-1,-1.444379,FALSE,FALSE,TRUE,0,1,0
1,-0.12435704,TRUE,FALSE,TRUE,1,0,1
1,-0.1808991,TRUE,FALSE,TRUE,1,0,1
1,-1.1808087,TRUE,FALSE,TRUE,1,0,1
1,-1.031389,TRUE,FALSE,TRUE,1,0,1
1,0.58687514,TRUE,TRUE,TRUE,0,0,0
-1,-0.56747768,FALSE,FALSE,TRUE,0,1,0
1,0.51743964,TRUE,TRUE,TRUE,0,0,0
-1,0.8041247,FALSE,TRUE,TRUE,0,0,1
1,-0.90844147,TRUE,FALSE,TRUE,1,0,1
1,0.29688092,TRUE,TRUE,TRUE,0,0,0
1,-0.70630611,TRUE,FALSE,TRUE,1,0,1
-1,0.34805421,FALSE,TRUE,TRUE,0,0,1
1,-1.6253325,TRUE,FALSE,TRUE,1,0,1
1,-0.71769699,TRUE,FALSE,TRUE,1,0,1
1,-0.6631753,TRUE,FALSE,TRUE,1,0,1
1,0.94653762,TRUE,TRUE,TRUE,0,0,0
1,-0.86391476,TRUE,FALSE,TRUE,1,0,1
1,0.10296623,TRUE,TRUE,TRUE,0,0,0
-1,0.095258147,FALSE,TRUE,TRUE,0,0,1
-1,-0.35768973,FALSE,FALSE,TRUE,0,1,0
1,1.6058956,TRUE,TRUE,TRUE,0,0,0
1,-0.26512622,TRUE,FALSE,TRUE,1,0,1
1,-0.6444963,TRUE,FALSE,TRUE,1,0,1
-1,0.82131909,FALSE,TRUE,TRUE,0,0,1
1,-0.90565247,TRUE,FALSE,TRUE,1,0,1
1,0.51141919,TRUE,TRUE,TRUE,0,0,0
-1,-0.70657472,FALSE,FALSE,TRUE,0,1,0
1,-1.4647078,TRUE,FALSE,TRUE,1,0,1
-1,-1.1546821,FALSE,FALSE,TRUE,0,1,0
-1,-0.23629273,FALSE,FALSE,TRUE,0,1,0
-1,0.77981288,FALSE,TRUE,TRUE,0,0,1
-1,-1.782124,FALSE,FALSE,TRUE,0,1,0
-1,0.22615427,FALSE,TRUE,TRUE,0,0,1
1,-0.31691472,TRUE,FALSE,TRUE,1,0,1
1,-1.5688878,TRUE,FALSE,TRUE,1,0,1
1,-0.80835677,TRUE,FALSE,TRUE,1,0,1
-1,0.25202909,FALSE,TRUE,TRUE,0,0,1
1,-0.90181844,TRUE,FALSE,TRUE,1,0,1
-1,-0.12889057,FALSE,FALSE,TRUE,0,1,0
-1,-1.0571378,FALSE,FALSE,TRUE,0,1,0
-1,-1.2870618,FALSE,FALSE,TRUE,0,1,0
1,0.83085956,TRUE,TRUE,TRUE,0,0,0
1,0.16950801,TRUE,TRUE,TRUE,0,0,0
-1,-0.94099646,FALSE,FALSE,TRUE,0,1,0
1,0.49576077,TRUE,TRUE,TRUE,0,0,0
1,0.32210312,TRUE,TRUE,TRUE,0,0,0
1,-1.5062637,TRUE,FALSE,TRUE,1,0,1
-1,-1.7231691,FALSE,FALSE,TRUE,0,1,0
1,-0.65603018,TRUE,FALSE,TRUE,1,0,1
1,-0.038739789,TRUE,FALSE,TRUE,1,0,1
1,-1.5903821,TRUE,FALSE,TRUE,1,0,1
1,0.036858866,TRUE,TRUE,TRUE,0,0,0
1,-0.33964886,TRUE,FALSE,TRUE,1,0,1
-1,-0.11073888,FALSE,FALSE,TRUE,0,1,0
1,0.72859664,TRUE,TRUE,TRUE,0,0,0
1,-1.0062588,TRUE,FALSE,TRUE,1,0,1
1,-1.0143618,TRUE,FALSE,TRUE,1,0,1
1,0.4787826,TRUE,TRUE,TRUE,0,0,0
1,-0.27058713,TRUE,FALSE,TRUE,1,0,1
1,-0.29119512,TRUE,FALSE,TRUE,1,0,1
1,-0.13192814,TRUE,FALSE,TRUE,1,0,1
1,-0.39790262,TRUE,FALSE,TRUE,1,0,1
-1,0.34305642,FALSE,TRUE,TRUE,0,0,1
1,-1.0027404,TRUE,FALSE,TRUE,1,0,1
1,-0.058635231,TRUE,FALSE,TRUE,1,0,1
1,-0.36682455,TRUE,FALSE,TRUE,1,0,1
1,0.088026079,TRUE,TRUE,TRUE,0,0,0
-1,-0.9959617,FALSE,FALSE,TRUE,0,1,0
1,-0.38435418,TRUE,FALSE,TRUE,1,0,1
1,0.43058569,TRUE,TRUE,TRUE,0,0,0
1,0.006512913,TRUE,TRUE,TRUE,0,0,0
1,0.79883981,TRUE,TRUE,TRUE,0,0,0
1,-0.15193208,TRUE,FALSE,TRUE,1,0,1
-1,-0.35705279,FALSE,FALSE,TRUE,0,1,0
-1,-0.89660949,FALSE,FALSE,TRUE,0,1,0
-1,1.4159895,FALSE,TRUE,TRUE,0,0,1
-1,-0.24898811,FALSE,FALSE,TRUE,0,1,0
1,-1.1510989,TRUE,FALSE,TRUE,1,0,1
1,-0.29412132,TRUE,FALSE,TRUE,1,0,1
-1,-1.3574953,FALSE,FALSE,TRUE,0,1,0
1,-1.4035084,TRUE,FALSE,TRUE,1,0,1
1,-1.2284273,TRUE,FALSE,TRUE,1,0,1
-1,-1.2581111,FALSE,FALSE,TRUE,0,1,0
-1,-0.23494856,FALSE,FALSE,TRUE,0,1,0
1,-0.038642391,TRUE,FALSE,TRUE,1,0,1
1,-0.24730847,TRUE,FALSE,TRUE,1,0,1
1,1.2250104,TRUE,TRUE,TRUE,0,0,0
1,-0.54040727,TRUE,FALSE,TRUE,1,0,1
1,-1.602151,TRUE,FALSE,TRUE,1,0,1
1,-0.33706846,TRUE,FALSE,TRUE,1,0,1
1,-0.025570815,TRUE,FALSE,TRUE,1,0,1
1,-0.78035767,TRUE,FALSE,TRUE,1,0,1
1,-1.1855363,TRUE,FALSE,TRUE,1,0,1
1,-0.22208704,TRUE,FALSE,TRUE,1,0,1
1,-1.3341607,TRUE,FALSE,TRUE,1,0,1
1,-1.0541901,TRUE,FALSE,TRUE,1,0,1
1,-1.3002217,TRUE,FALSE,TRUE,1,0,1
-1,0.52340487,FALSE,TRUE,TRUE,0,0,1
1,-0.57238438,TRUE,FALSE,TRUE,1,0,1
1,-1.078982,TRUE,FALSE,TRUE,1,0,1
1,0.0225463,TRUE,TRUE,TRUE,0,0,0
1,-0.024159881,TRUE,FALSE,TRUE,1,0,1
-1,0.5528013,FALSE,TRUE,TRUE,0,0,1
1,-1.3277302,TRUE,FALSE,TRUE,1,0,1
1,0.37466646,TRUE,TRUE,TRUE,0,0,0
1,-0.71475475,TRUE,FALSE,TRUE,1,0,1
-1,-1.1791299,FALSE,FALSE,TRUE,0,1,0
1,-1.4386191,TRUE,FALSE,TRUE,1,0,1
1,0.26345973,TRUE,TRUE,TRUE,0,0,0
1,0.41099218,TRUE,TRUE,TRUE,0,0,0
1,-0.93265098,TRUE,FALSE,TRUE,1,0,1
1,-0.6670556,TRUE,FALSE,TRUE,1,0,1
-1,-1.2566905,FALSE,FALSE,TRUE,0,1,0
1,0.8223642,TRUE,TRUE,TRUE,0,0,0
1,-0.34395687,TRUE,FALSE,TRUE,1,0,1
-1,0.52318783,FALSE,TRUE,TRUE,0,0,1
1,-0.65651477,TRUE,FALSE,TRUE,1,0,1
-1,-0.73470255,FALSE,FALSE,TRUE,0,1,0
1,0.15485477,TRUE,TRUE,TRUE,0,0,0
-1,-1.3649163,FALSE,FALSE,TRUE,0,1,0
-1,-0.96326078,FALSE,FALSE,TRUE,0,1,0
-1,-1.1935358,FALSE,FALSE,TRUE,0,1,0
1,0.6547301,TRUE,TRUE,TRUE,0,0,0
1,-1.1962701,TRUE,FALSE,TRUE,1,0,1
1,0.07804827,TRUE,TRUE,TRUE,0,0,0
-1,-0.009478095,FALSE,FALSE,TRUE,0,1,0
-1,0.48033609,FALSE,TRUE,TRUE,0,0,1
1,0.8019532,TRUE,TRUE,TRUE,0,0,0
-1,-0.41404536,FALSE,FALSE,TRUE,0,1,0
1,-0.32956956,TRUE,FALSE,TRUE,1,0,1
1,-0.043668044,TRUE,FALSE,TRUE,1,0,1
1,-1.4465172,TRUE,FALSE,TRUE,1,0,1
1,-0.7608314,TRUE,FALSE,TRUE,1,0,1
-1,0.88607922,FALSE,TRUE,TRUE,0,0,1
1,0.65738799,TRUE,TRUE,TRUE,0,0,0
1,-0.85682915,TRUE,FALSE,TRUE,1,0,1
1,-0.94737956,TRUE,FALSE,TRUE,1,0,1
1,-1.2024108,TRUE,FALSE,TRUE,1,0,1
1,0.19459108,TRUE,TRUE,TRUE,0,0,0
1,-1.329111,TRUE,FALSE,TRUE,1,0,1
1,0.016860242,TRUE,TRUE,TRUE,0,0,0
1,2.1770885,TRUE,TRUE,TRUE,0,0,0
1,0.88939819,TRUE,TRUE,TRUE,0,0,0
-1,-0.41160088,FALSE,FALSE,TRUE,0,1,0
-1,-0.12430107,FALSE,FALSE,TRUE,0,1,0
